user_id,annual_income,monthly_income,monthly_expenses,annual_expenses,current_savings,savings_ratio,emergency_fund,emergency_fund_months,total_investments,investment_ratio,retirement_savings,total_debt,debt_ratio,emi_per_month,insurance_coverage,insurance_level,income_stability,financial_health_score,financial_risk_level,savings_quality
667,1668339,139028,42063,504756,9789613,5.87,1696377,40.3,12371184,7.42,457985,4811968,2.88,127076,2768581,Basic,High,71,Moderate,Excellent
668,894767,74563,160672,1928064,8457427,9.45,277953,1.7,10331372,11.55,4713926,4617376,5.16,67359,476573,None,High,66,Moderate,Excellent
669,1714767,142897,94238,1130856,14987193,8.74,775457,8.2,13553317,7.9,2942713,4383091,2.56,61917,16271165,Basic,High,79,Moderate,Excellent
670,527583,43965,194751,2337012,2832043,5.37,304234,1.6,9991571,18.94,2586212,8320631,15.77,108251,25849253,Strong,Low,67,Moderate,Excellent
671,5792078,482673,245783,2949396,5613094,0.97,442198,1.8,9693160,1.67,5789409,911435,0.16,168364,8871640,None,Low,67,Moderate,Good
672,1655934,137994,258277,3099324,13379655,8.08,998730,3.9,5056101,3.05,7990421,8934217,5.4,61252,12743999,Strong,Moderate,76,Moderate,Excellent
673,2453059,204421,91100,1093200,17798684,7.26,1825104,20.0,7293631,2.97,199028,4845129,1.98,117655,12817930,Moderate,High,73,Moderate,Excellent
674,5978381,498198,36505,438060,3267004,0.55,1924581,52.7,8913623,1.49,5936250,7244164,1.21,160035,21879701,Moderate,Moderate,68,Moderate,Average
675,2517659,209804,155030,1860360,3297621,1.31,535495,3.5,10978058,4.36,9800860,6562471,2.61,120876,25942643,Basic,High,74,Moderate,Good
676,5886220,490518,117197,1406364,17446704,2.96,707592,6.0,11370223,1.93,3018500,5255795,0.89,143553,354938,None,Low,73,Moderate,Excellent
677,350339,29194,230612,2767344,3278226,9.36,1101559,4.8,1743274,4.98,7481668,5897466,16.83,57518,24335373,Moderate,Moderate,73,Moderate,Excellent
678,1869668,155805,32847,394164,795255,0.43,1298970,39.5,1542518,0.83,954320,9967991,5.33,172125,29996553,Basic,High,53,Moderate,Average
679,5602627,466885,78853,946236,4025763,0.72,181165,2.3,14368692,2.56,2179482,6307535,1.13,172069,25630813,Basic,Low,49,High,Average
680,1795710,149642,147820,1773840,9884082,5.5,979276,6.6,11080979,6.17,1270273,10716958,5.97,118867,9273893,Strong,High,81,Low,Excellent
681,5850060,487505,184556,2214672,8634783,1.48,339667,1.8,13098497,2.24,1241464,4652111,0.8,16354,12844603,Strong,Moderate,78,Moderate,Good
682,753808,62817,150391,1804692,8880678,11.78,373145,2.5,7391619,9.81,1164313,8249722,10.94,52604,20478333,Strong,Low,67,Moderate,Excellent
683,5664705,472058,272979,3275748,3638322,0.64,301722,1.1,9070302,1.6,7235234,3663917,0.65,160947,21586846,None,Moderate,63,Moderate,Average
684,2422618,201884,69152,829824,1169737,0.48,152923,2.2,1181322,0.49,9585571,4204309,1.74,116885,629641,Strong,Low,44,High,Average
685,5726631,477219,15454,185448,1269553,0.22,1393779,90.2,6551231,1.14,4470062,2543551,0.44,86463,13130868,None,High,72,Moderate,Poor
686,4366117,363843,265682,3188184,14631667,3.35,847066,3.2,14160794,3.24,1176077,9061856,2.08,59204,110976,Strong,High,80,Low,Excellent
687,4293865,357822,78545,942540,19033546,4.43,1122614,14.3,6021650,1.4,5594190,11439305,2.66,79384,13442402,None,High,79,Moderate,Excellent
688,5678053,473171,62535,750420,12259291,2.16,1121192,17.9,14316704,2.52,5705306,1349840,0.24,120491,25516571,Moderate,High,96,Low,Excellent
689,1953898,162824,107598,1291176,18605109,9.52,82483,0.8,6445196,3.3,3204501,5014212,2.57,102263,3582540,Moderate,Moderate,68,Moderate,Excellent
690,961878,80156,244629,2935548,6357373,6.61,293481,1.2,598917,0.62,3239558,425547,0.44,155437,8002233,Strong,Moderate,74,Moderate,Excellent
691,778420,64868,298404,3580848,10325734,13.26,1047913,3.5,8958027,11.51,7538125,275453,0.35,9710,11384519,None,Moderate,87,Low,Excellent
692,609154,50762,227602,2731224,3965701,6.51,443921,2.0,13540953,22.23,8776491,7690178,12.62,177754,29199067,Basic,High,69,Moderate,Excellent
693,5109904,425825,137151,1645812,2417042,0.47,77338,0.6,12338966,2.41,2375493,8202292,1.61,171398,639648,Strong,High,56,Moderate,Average
694,634212,52851,142235,1706820,4380119,6.91,30126,0.2,2889858,4.56,838156,5156264,8.13,25504,15307014,Basic,High,69,Moderate,Excellent
695,786515,65542,70748,848976,3831234,4.87,1042585,14.7,9982064,12.69,3700592,1058811,1.35,53121,14301283,Moderate,High,82,Low,Excellent
696,5940813,495067,225768,2709216,10879519,1.83,253341,1.1,11477098,1.93,9663122,9158427,1.54,36000,10790765,Basic,Low,69,Moderate,Excellent
697,5225159,435429,105936,1271232,11257637,2.15,132585,1.3,2025773,0.39,4595168,2369560,0.45,108830,5638850,Moderate,High,74,Moderate,Excellent
698,1634171,136180,244984,2939808,8175356,5.0,1941282,7.9,9764101,5.97,682814,2237592,1.37,26205,26543310,Strong,Low,78,Moderate,Excellent
699,381116,31759,270311,3243732,2708601,7.11,13316,0.0,121198,0.32,3010048,1495541,3.92,170853,19922290,Moderate,Moderate,56,Moderate,Excellent
700,4243082,353590,81528,978336,6917589,1.63,300076,3.7,10734494,2.53,4545782,8775941,2.07,118074,13825477,Basic,Low,69,Moderate,Excellent
701,5371563,447630,34724,416688,6039813,1.12,1504074,43.3,8386722,1.56,1476750,10522529,1.96,78957,11672028,Strong,Low,74,Moderate,Good
702,4928413,410701,138542,1662504,6439191,1.31,246431,1.8,8895263,1.8,1605308,10383770,2.11,94870,28948450,Basic,Moderate,61,Moderate,Good
703,5505162,458763,124108,1489296,9275337,1.68,111293,0.9,3250065,0.59,1890441,2503452,0.45,179632,28312615,Strong,Moderate,71,Moderate,Excellent
704,1729111,144092,98760,1185120,1446719,0.84,113304,1.1,10818969,6.26,6110145,4782589,2.77,54942,14585160,Moderate,Moderate,65,Moderate,Good
705,5424255,452021,252579,3030948,1453493,0.27,218986,0.9,12422134,2.29,880075,9015415,1.66,46107,5303130,None,Moderate,45,High,Poor
706,4569325,380777,75851,910212,2377650,0.52,1877117,24.7,3947676,0.86,7462856,9943967,2.18,151981,10937815,Strong,Low,62,Moderate,Average
707,5927850,493987,185752,2229024,7719641,1.3,1633629,8.8,1847722,0.31,5471590,3821548,0.64,25706,7956371,Strong,Low,77,Moderate,Good
708,3400193,283349,130690,1568280,2467247,0.73,987738,7.6,9816219,2.89,8127012,911663,0.27,114259,4863422,Basic,High,82,Low,Average
709,4066740,338895,108355,1300260,12996648,3.2,783254,7.2,2288489,0.56,7679606,3257379,0.8,165680,12032289,Moderate,Low,72,Moderate,Excellent
710,3067660,255638,81695,980340,1076915,0.35,1451670,17.8,9540629,3.11,1000789,4707756,1.53,35783,3728208,Strong,Moderate,67,Moderate,Average
711,3758315,313192,104758,1257096,11528497,3.07,461066,4.4,14871474,3.96,4951988,10127331,2.69,41101,26492799,Basic,High,82,Low,Excellent
712,4886850,407237,135430,1625160,2901597,0.59,863389,6.4,14377633,2.94,8753827,8207638,1.68,56739,19850160,Strong,Moderate,78,Moderate,Average
713,2591855,215987,22604,271248,14365000,5.54,1543878,68.3,14639773,5.65,4138170,4157921,1.6,85798,14570969,Basic,High,83,Low,Excellent
714,1499648,124970,17662,211944,14018097,9.35,92744,5.3,672073,0.45,7896240,8459346,5.64,8813,14284042,Strong,Moderate,74,Moderate,Excellent
715,1072076,89339,252209,3026508,16619008,15.5,504389,2.0,1394044,1.3,9369856,208423,0.19,106592,7315083,Basic,Moderate,75,Moderate,Excellent
716,2731269,227605,140337,1684044,3044377,1.11,33407,0.2,8049422,2.95,5114309,2714601,0.99,120398,28787089,None,Moderate,66,Moderate,Good
717,4140306,345025,87678,1052136,13601637,3.29,387859,4.4,13251630,3.2,6214624,10516142,2.54,121712,23619033,None,High,75,Moderate,Excellent
718,843062,70255,216787,2601444,11170476,13.25,1113420,5.1,548852,0.65,4975954,7145454,8.48,70723,23422838,Basic,High,66,Moderate,Excellent
719,929133,77427,191000,2292000,1839174,1.98,1079480,5.7,11318798,12.18,6106747,865076,0.93,29089,12849837,Moderate,Moderate,84,Low,Excellent
720,5443667,453638,36429,437148,12266532,2.25,768465,21.1,2940499,0.54,9374948,11825817,2.17,17565,18815923,Basic,Low,69,Moderate,Excellent
721,3059593,254966,140112,1681344,18107106,5.92,238147,1.7,10889057,3.56,8027788,9732788,3.18,54996,25272308,Basic,Moderate,69,Moderate,Excellent
722,3208759,267396,155172,1862064,16896870,5.27,1426538,9.2,7095573,2.21,4649727,913687,0.28,16611,12509554,Moderate,Moderate,98,Low,Excellent
723,4328766,360730,277904,3334848,17672535,4.08,1739713,6.3,2058722,0.48,7888040,11908892,2.75,139435,22760249,Moderate,Moderate,72,Moderate,Excellent
724,5458916,454909,208014,2496168,2202096,0.4,395006,1.9,14963652,2.74,7681853,1464797,0.27,21016,13109129,Basic,Moderate,71,Moderate,Average
725,895480,74623,72338,868056,5528636,6.17,578693,8.0,1879460,2.1,2482256,8327014,9.3,39452,29359897,Basic,High,79,Moderate,Excellent
726,5511974,459331,26896,322752,9837134,1.78,873540,32.5,11448828,2.08,9083771,2215051,0.4,124231,11633329,Strong,Moderate,97,Low,Excellent
727,5658005,471500,26262,315144,9781680,1.73,396488,15.1,1056117,0.19,369713,3897818,0.69,136215,21631603,Moderate,Moderate,66,Moderate,Excellent
728,5104526,425377,194721,2336652,10949026,2.14,1019527,5.2,9954882,1.95,8894713,9201778,1.8,116721,15368167,Moderate,High,81,Low,Excellent
729,1356912,113076,175691,2108292,5762541,4.25,1655214,9.4,4362201,3.21,3804769,8124251,5.99,97491,9668585,None,Low,68,Moderate,Excellent
730,3212192,267682,164098,1969176,15298355,4.76,348888,2.1,10378892,3.23,2697606,11942226,3.72,140330,9571287,Basic,Low,58,Moderate,Excellent
731,5839798,486649,95470,1145640,5410810,0.93,498923,5.2,1961547,0.34,690406,5312100,0.91,150608,4243746,Strong,Moderate,60,Moderate,Good
732,3351034,279252,111729,1340748,6883871,2.05,1179621,10.6,11863746,3.54,581986,11166131,3.33,83084,11537591,Basic,Moderate,70,Moderate,Excellent
733,4011695,334307,298045,3576540,5455870,1.36,1119130,3.8,5059333,1.26,2038264,418175,0.1,106053,16757650,Basic,Moderate,78,Moderate,Good
734,2936182,244681,96816,1161792,144092,0.05,1548736,16.0,9162802,3.12,8512910,5557966,1.89,169671,23671019,Moderate,Moderate,59,Moderate,Poor
735,2681246,223437,92114,1105368,18966022,7.07,1527867,16.6,7417300,2.77,5682181,11561967,4.31,29442,24549782,Strong,Low,85,Low,Excellent
736,1419567,118297,76276,915312,10337523,7.28,52000,0.7,6738231,4.75,3697107,7482180,5.27,93688,3103151,Moderate,Low,64,Moderate,Excellent
737,5351542,445961,117314,1407768,19576710,3.66,1104011,9.4,3726955,0.7,4662844,3283564,0.61,5910,2804799,Strong,High,89,Low,Excellent
738,5883434,490286,60810,729720,17172739,2.92,827166,13.6,3262330,0.55,8228643,5331091,0.91,158117,20303042,None,High,78,Moderate,Excellent
739,3278831,273235,223434,2681208,4964241,1.51,1501484,6.7,14324455,4.37,7174616,6201361,1.89,101217,12510137,None,Moderate,76,Moderate,Excellent
740,3143400,261950,199211,2390532,10337628,3.29,934440,4.7,14668349,4.67,9412572,1469661,0.47,56543,24422705,Strong,High,96,Low,Excellent
741,3736387,311365,246999,2963988,9684950,2.59,343493,1.4,13516946,3.62,7110724,6949018,1.86,36586,28035114,None,Low,66,Moderate,Excellent
742,1993016,166084,173980,2087760,15925373,7.99,1819333,10.5,8813089,4.42,5627359,1109238,0.56,154842,25370977,Strong,Low,84,Low,Excellent
743,305523,25460,229675,2756100,9171394,30.02,869298,3.8,2934217,9.6,9325008,7753086,25.38,148875,25341774,Basic,Low,66,Moderate,Excellent
744,1810334,150861,215157,2581884,9712772,5.37,1161543,5.4,8230660,4.55,708550,5066600,2.8,153408,10197674,Strong,High,73,Moderate,Excellent
745,4137715,344809,132713,1592556,900601,0.22,1659307,12.5,41048,0.01,2584093,4406989,1.07,78687,21493466,Strong,Low,44,High,Poor
746,5734580,477881,165831,1989972,13997458,2.44,376170,2.3,8252486,1.44,4106228,477187,0.08,31288,25659690,Moderate,Moderate,83,Low,Excellent
747,809728,67477,204666,2455992,19497331,24.08,1007651,4.9,9488767,11.72,7316015,4327037,5.34,164625,23015415,Strong,High,80,Low,Excellent
748,1253140,104428,210665,2527980,17197514,13.72,1537122,7.3,9651323,7.7,294357,4354311,3.47,42689,19517086,None,Low,60,Moderate,Excellent
749,2931679,244306,256719,3080628,4546538,1.55,749491,2.9,2739867,0.93,887318,4574649,1.56,94676,14076554,Moderate,Low,55,Moderate,Excellent
750,2681490,223457,167915,2014980,17770840,6.63,1339967,8.0,1288937,0.48,8621249,3251673,1.21,164634,6148765,None,High,66,Moderate,Excellent
751,1652037,137669,184138,2209656,10610261,6.42,1733971,9.4,14176661,8.58,5051155,4554325,2.76,179684,23419903,Moderate,Low,74,Moderate,Excellent
752,4733042,394420,199355,2392260,4822359,1.02,27048,0.1,2297630,0.49,8693462,4721406,1.0,97783,26132454,Strong,Moderate,60,Moderate,Good
753,3104753,258729,100474,1205688,3436573,1.11,456919,4.5,2593001,0.84,8445363,3709668,1.19,49392,26679354,None,Moderate,65,Moderate,Good
754,4112881,342740,55055,660660,3911294,0.95,1717241,31.2,2201710,0.54,291577,8044980,1.96,91281,10454670,Moderate,Low,53,Moderate,Good
755,3957243,329770,289266,3471192,11477130,2.9,361144,1.2,11910059,3.01,5111753,482504,0.12,31089,7461091,Basic,High,89,Low,Excellent
756,1444196,120349,133790,1605480,10315582,7.14,262865,2.0,3520547,2.44,2184699,1318772,0.91,111360,23180010,None,Low,65,Moderate,Excellent
757,407759,33979,268889,3226668,14470264,35.49,89164,0.3,3294223,8.08,1808875,550170,1.35,172959,17229502,None,Moderate,62,Moderate,Excellent
758,1247591,103965,147651,1771812,1452286,1.16,138930,0.9,5060776,4.06,172342,1619061,1.3,32451,20192787,Basic,High,62,Moderate,Good
759,1927926,160660,111878,1342536,11795512,6.12,61360,0.5,1523024,0.79,2442040,4653591,2.41,151978,11671457,Moderate,Low,57,Moderate,Excellent
760,4449625,370802,141784,1701408,16941942,3.81,1195870,8.4,1146505,0.26,1662717,9699473,2.18,3665,17744883,Basic,High,68,Moderate,Excellent
761,1856817,154734,162774,1953288,5763760,3.1,1890918,11.6,12650320,6.81,9011487,72627,0.04,25869,7181164,Strong,Moderate,100,Low,Excellent
762,5194082,432840,112059,1344708,14752737,2.84,1412485,12.6,1800606,0.35,3034134,5952931,1.15,99513,14230161,Basic,High,66,Moderate,Excellent
763,2158863,179905,228688,2744256,3786465,1.75,1596791,7.0,5272748,2.44,2073922,7816533,3.62,28918,17439163,Basic,Moderate,81,Low,Excellent
764,3280388,273365,166137,1993644,18694251,5.7,1514430,9.1,681298,0.21,1379891,5504863,1.68,129423,3883006,Strong,Moderate,61,Moderate,Excellent
765,4083138,340261,178581,2142972,14896687,3.65,473690,2.7,9293166,2.28,6833061,4875279,1.19,112187,6334572,None,Moderate,66,Moderate,Excellent
766,5946964,495580,207645,2491740,6016218,1.01,26813,0.1,11310509,1.9,8248490,11275891,1.9,27570,13299962,Strong,High,78,Moderate,Good
767,5774303,481191,59567,714804,4000287,0.69,300663,5.0,6623837,1.15,6721360,11660787,2.02,154811,3413229,Basic,Low,56,Moderate,Average
768,3301020,275085,119378,1432536,11362592,3.44,419982,3.5,9981786,3.02,6782844,2059607,0.62,61045,28122275,Strong,High,91,Low,Excellent
769,4436839,369736,161023,1932276,19525948,4.4,1244974,7.7,4579723,1.03,6714837,5974321,1.35,124735,22369968,Strong,Moderate,80,Low,Excellent
770,4540055,378337,161219,1934628,4945054,1.09,1610611,10.0,7627505,1.68,1812554,2050009,0.45,65716,16419572,Strong,Low,87,Low,Good
771,5521158,460096,85573,1026876,997355,0.18,208883,2.4,12378202,2.24,886716,1144687,0.21,130583,22753510,None,Low,48,High,Poor
772,3459758,288313,186419,2237028,5124991,1.48,634918,3.4,10434870,3.02,1616210,1283746,0.37,173298,25219838,Strong,Moderate,82,Low,Good
773,1943926,161993,168911,2026932,16706719,8.59,1028129,6.1,8469050,4.36,4390014,9100601,4.68,90076,27161695,None,Low,68,Moderate,Excellent
774,3860510,321709,77460,929520,12872482,3.33,943960,12.2,5277427,1.37,6313879,7424860,1.92,120496,1207326,None,Low,71,Moderate,Excellent
775,4919657,409971,173882,2086584,5507766,1.12,1030707,5.9,7225630,1.47,2256338,5242203,1.07,101995,16356273,None,High,65,Moderate,Good
776,5912516,492709,272191,3266292,18581904,3.14,1437333,5.3,9049502,1.53,9600094,7882244,1.33,124757,18866160,Basic,High,78,Moderate,Excellent
777,717556,59796,220198,2642376,8837934,12.32,1037442,4.7,9916091,13.82,6338393,10350530,14.42,177337,11836787,Moderate,Moderate,73,Moderate,Excellent
778,765261,63771,29757,357084,19812664,25.89,94620,3.2,2150806,2.81,6147341,5853181,7.65,153083,902608,Moderate,Moderate,73,Moderate,Excellent
779,1066631,88885,239472,2873664,11581078,10.86,749450,3.1,6911031,6.48,5893320,947061,0.89,173340,8194961,Basic,Low,73,Moderate,Excellent
780,5686512,473876,178630,2143560,19882063,3.5,178135,1.0,11542578,2.03,1098911,5115582,0.9,30007,11327783,Basic,Low,68,Moderate,Excellent
781,4766567,397213,185979,2231748,1254184,0.26,966597,5.2,11035512,2.32,7087921,9530287,2.0,134941,14132208,Moderate,Low,57,Moderate,Poor
782,4190128,349177,26658,319896,10620458,2.53,792173,29.7,9568944,2.28,6548160,5409332,1.29,150087,3279129,Strong,Low,77,Moderate,Excellent
783,5913244,492770,122955,1475460,11273197,1.91,1041721,8.5,8435056,1.43,5696526,2795540,0.47,161173,10050253,Moderate,Moderate,91,Low,Excellent
784,1942474,161872,275545,3306540,2527359,1.3,1762405,6.4,14266242,7.34,8989803,3591668,1.85,75328,8897128,None,Moderate,72,Moderate,Good
785,5061040,421753,225778,2709336,7579475,1.5,1309823,5.8,12463592,2.46,1542796,9700473,1.92,24833,19859682,Moderate,Moderate,73,Moderate,Excellent
786,814299,67858,293430,3521160,15947360,19.58,895705,3.1,3518839,4.32,5827003,1286168,1.58,170796,27640092,Moderate,High,77,Moderate,Excellent
787,2765819,230484,241969,2903628,18117634,6.55,657148,2.7,3356734,1.21,6951039,6749490,2.44,65867,20970307,Strong,High,76,Moderate,Excellent
788,4843287,403607,109686,1316232,624223,0.13,1316684,12.0,11799946,2.44,8660803,3129604,0.65,151216,16750494,Basic,High,72,Moderate,Poor
789,4169957,347496,155475,1865700,17875094,4.29,1696456,10.9,10308295,2.47,7276689,9497857,2.28,164300,2009295,Basic,Moderate,75,Moderate,Excellent
790,4129619,344134,92460,1109520,8065611,1.95,315564,3.4,12523076,3.03,5037789,7304611,1.77,107547,10692226,None,High,75,Moderate,Excellent
791,1957568,163130,231236,2774832,8956844,4.58,1727446,7.5,4815809,2.46,2694157,4302460,2.2,157609,7923202,Strong,Low,77,Moderate,Excellent
792,1202598,100216,93623,1123476,6439632,5.35,58099,0.6,4120259,3.43,5210006,7787307,6.48,127240,18784610,Strong,Moderate,71,Moderate,Excellent
793,5676775,473064,34400,412800,6777676,1.19,334198,9.7,4575347,0.81,2288926,488919,0.09,67737,26496922,Moderate,High,86,Low,Good
794,4869657,405804,107266,1287192,1417083,0.29,1515137,14.1,8151075,1.67,334013,928237,0.19,22001,10532896,Moderate,Low,69,Moderate,Poor
795,3664220,305351,205544,2466528,3030176,0.83,832349,4.0,14089681,3.85,2358208,3960113,1.08,29342,19158687,None,High,67,Moderate,Good
796,5821857,485154,290387,3484644,8449276,1.45,1041133,3.6,14840535,2.55,1514123,3994266,0.69,157239,4102929,Moderate,Moderate,76,Moderate,Good
797,5151683,429306,219446,2633352,7916768,1.54,1961885,8.9,7094564,1.38,3657573,2420581,0.47,28000,5877201,Basic,Moderate,89,Low,Excellent
798,3936586,328048,229106,2749272,8533090,2.17,1809632,7.9,9889849,2.51,938272,8226851,2.09,139845,12573012,None,Moderate,64,Moderate,Excellent
799,4828041,402336,237183,2846196,15933460,3.3,1431806,6.0,4133011,0.86,4659599,2431212,0.5,95157,15945796,Moderate,Moderate,80,Low,Excellent
800,426783,35565,33250,399000,1834499,4.3,1448466,43.6,13233913,31.01,4021093,4244348,9.94,144894,12908061,Moderate,High,82,Low,Excellent
801,3293849,274487,78991,947892,17948624,5.45,1818132,23.0,3965830,1.2,7422287,6517462,1.98,2062,13186071,Moderate,Moderate,83,Low,Excellent
802,1007074,83922,138449,1661388,9979856,9.91,441212,3.2,14418620,14.32,2688166,7362611,7.31,165505,10642940,Strong,Low,72,Moderate,Excellent
803,2548784,212398,56992,683904,16498441,6.47,987950,17.3,12363834,4.85,6928341,5582152,2.19,110720,29419224,None,Low,68,Moderate,Excellent
804,2439175,203264,280465,3365580,2226914,0.91,737896,2.6,7061035,2.89,9189346,5482263,2.25,118819,23327380,None,Low,52,Moderate,Good
805,5630224,469185,111332,1335984,14878201,2.64,1658887,14.9,10755853,1.91,2283248,51603,0.01,105031,6713413,Moderate,Moderate,87,Low,Excellent
806,5080238,423353,58113,697356,3718777,0.73,330977,5.7,4187652,0.82,8663182,11971616,2.36,170178,25607491,Basic,High,58,Moderate,Average
