user_id,age,retirement_age,annual_income,monthly_income,current_savings,emergency_fund,stock_investments,mutual_fund_investments,fd_investments,gold_investments,monthly_sip,epf_balance,ppf_balance,nps_contribution,monthly_expenses,total_loans,emi_per_month,dependents,risk_appetite,smoker,diabetes,blood_pressure,insurance_cover,inflation_rate,expected_market_return,retirement_readiness_score,retirement_status
394,29,61,942010,78500,3580750,1057792,2734796,1720067,1891362,345692,66261,1739563,1061294,2925,257308,448251,19187,3,Moderate,No,No,Normal,13410181,7.19,12.73,75,Partially Ready
395,24,50,2402233,200186,3898113,1487089,1144882,1372000,2811423,973593,127076,3870143,143103,5409,142031,7343784,36767,1,Conservative,Yes,Yes,Normal,9969856,6.35,9.95,65,Partially Ready
396,29,67,3578683,298223,5702357,162708,94041,2841150,1146103,321905,115515,3003851,373167,14199,33059,8930492,56666,5,Aggressive,Yes,No,High,14997721,6.21,8.33,61,Partially Ready
397,25,69,339139,28261,1682916,791455,1692301,3895755,1047316,785686,62531,1677601,191651,1051,236083,468825,3816,5,Conservative,Yes,Yes,Normal,5705175,5.69,9.35,68,Partially Ready
398,24,63,4599162,383263,3663269,686065,2706832,2357425,2628932,397509,54295,4544131,828509,28041,78336,3899161,56041,0,Moderate,No,Yes,High,7239307,4.53,10.26,67,Partially Ready
399,51,59,853784,71148,9393487,1363033,3095228,184293,282407,458355,107766,2529452,1609658,39247,276921,1708148,140556,4,Conservative,No,Yes,High,13138092,7.96,14.46,74,Partially Ready
400,30,60,1770783,147565,10719201,1397480,4044402,283172,1405533,37012,117679,3207563,1071699,41981,136857,8445986,3484,0,Moderate,Yes,No,Normal,2763874,5.16,12.31,60,Partially Ready
401,25,54,3441731,286810,16784483,622046,1694597,636152,1576001,428627,9937,1997025,1936529,47533,247640,5514500,35197,0,Aggressive,No,No,Normal,7784301,5.39,12.51,56,Partially Ready
402,43,60,2332131,194344,6956087,1131018,453605,3802690,2789237,520802,58312,3200135,1093605,21078,111230,7421584,1584,1,Conservative,Yes,Yes,Normal,3178934,4.32,11.44,59,Partially Ready
403,33,68,4904063,408671,6907631,495578,4256585,327845,1787779,979525,81648,1377063,1513459,12945,143411,7113821,46251,4,Moderate,Yes,No,High,2784890,7.03,10.12,67,Partially Ready
404,45,62,3468523,289043,5679294,987157,3702530,1772920,2119350,1277992,113621,1307603,1718833,31588,25386,6399154,112039,2,Aggressive,Yes,Yes,High,12865791,8.27,13.31,63,Partially Ready
405,51,60,4105098,342091,9553479,786740,4715589,2541854,2016807,150868,87355,1146356,1499177,30753,117611,2595845,49709,5,Aggressive,No,No,High,14052609,4.02,14.03,66,Partially Ready
406,47,63,3521539,293461,16476609,645526,4935093,298778,1714579,81425,32631,3228154,1954817,37067,100124,3258608,114372,5,Moderate,No,No,Normal,13029635,8.79,13.4,69,Partially Ready
407,49,61,2333003,194416,16079809,72367,3031762,2646407,2963523,1418567,7407,1240543,548050,39677,253797,2472414,66660,5,Conservative,Yes,Yes,Normal,12996569,5.24,12.05,64,Partially Ready
408,47,70,974010,81167,17449215,395991,3547918,695514,1790428,530309,79225,4199729,1118204,43154,215691,9832786,80734,5,Conservative,Yes,No,Normal,9126858,7.67,13.27,64,Partially Ready
409,35,62,2884533,240377,265429,353157,4124873,6621,406305,146468,109534,4403700,874181,42894,166173,7230134,44730,1,Conservative,No,Yes,Normal,15221666,4.88,9.3,51,Partially Ready
410,58,66,1857244,154770,6792456,123694,1532845,3393941,804823,543900,107162,3697114,1314573,40922,72249,2787134,20921,2,Conservative,No,Yes,Normal,16135566,5.47,10.64,78,Partially Ready
411,53,68,1145648,95470,368987,128044,2232047,3153272,30310,1395281,10973,812368,442642,34231,18807,6302626,136334,3,Moderate,No,No,High,12541484,8.93,13.33,32,Not Ready
412,43,60,2309885,192490,12170217,1394770,3342619,1587274,2561918,120044,93330,2770381,1690871,6565,16617,7665833,105331,1,Conservative,Yes,No,Normal,12462455,7.63,14.22,67,Partially Ready
413,50,70,4619411,384950,13912228,1384599,1576512,13124,2676273,675667,4359,3021623,1831724,2998,185668,7454220,61225,4,Conservative,No,No,High,3470734,7.03,10.8,62,Partially Ready
414,46,60,1936424,161368,4853700,1090633,4797383,3291949,2116599,66575,33518,4176898,1671054,5707,172993,9206441,122369,0,Moderate,Yes,Yes,Normal,5818782,4.84,11.12,55,Partially Ready
415,27,53,3948150,329012,1030520,336037,2738887,3785982,1608472,587953,57770,2161144,1396562,31214,79538,2277614,140127,5,Moderate,Yes,Yes,High,12750367,7.17,11.44,52,Partially Ready
416,46,68,3965505,330458,7880512,468820,2173437,485238,1220443,183879,29198,747755,713530,48534,113648,1947939,96400,3,Aggressive,Yes,No,Normal,19899120,4.64,10.19,63,Partially Ready
417,56,64,3556000,296333,14266962,670339,3062041,3345033,2849199,264885,136249,4955788,465864,6985,222257,154157,141110,2,Conservative,No,No,Normal,9609085,8.26,10.21,84,Ready
418,31,51,2985523,248793,10414676,1053563,1035691,1146943,2963369,1203706,125378,1809465,1038143,19103,212503,986711,87331,5,Conservative,Yes,Yes,High,13246890,4.76,13.02,77,Partially Ready
419,41,55,480907,40075,18435913,822682,2830401,1771831,2843313,992837,91306,3282988,820118,4707,291742,4748621,74020,4,Moderate,Yes,Yes,High,19574444,7.48,9.37,62,Partially Ready
420,25,59,4138060,344838,5542674,1210386,1153944,1853394,2919049,1011753,76305,1214862,439911,14295,117579,153218,94955,5,Conservative,No,No,Normal,1990171,7.63,12.03,71,Partially Ready
421,28,61,4275157,356263,6077479,110042,984376,2161891,2726707,709856,113723,1246281,1314856,47353,226809,4110434,8911,2,Aggressive,Yes,No,Normal,15658310,4.59,10.78,67,Partially Ready
422,46,59,4033922,336160,12375316,24332,1006636,489171,346604,255960,128245,4276080,471722,1509,266395,4592340,24786,3,Aggressive,No,No,Normal,3436694,7.97,9.27,72,Partially Ready
423,42,52,4808969,400747,6253873,850039,165644,1651702,2332285,1124947,138959,4098365,134074,34006,297581,2081873,54385,1,Aggressive,Yes,Yes,High,10646026,8.83,14.28,75,Partially Ready
424,29,51,1380586,115048,19346517,432495,1352329,368347,2359280,538465,9176,709762,261550,33170,171540,6099518,142718,5,Conservative,Yes,No,Normal,17529617,4.86,14.84,48,Not Ready
425,40,67,4032261,336021,4742756,1210206,4114132,2915466,1312548,1096110,92305,4514828,1070785,13752,66909,750538,62154,1,Conservative,Yes,No,High,4411479,4.18,8.99,79,Partially Ready
426,49,56,4912464,409372,8605285,546673,3202622,2725328,685011,838985,119555,698385,1981264,16657,238002,2403234,140484,2,Aggressive,Yes,No,Normal,14182341,5.02,12.41,70,Partially Ready
427,31,60,3937528,328127,12765180,54336,2076161,325161,1132987,261349,139321,922664,1434408,35937,228270,1106614,86339,2,Moderate,Yes,Yes,High,430958,7.2,10.54,77,Partially Ready
428,28,62,2164163,180346,12754793,220206,1036022,737070,2208199,642881,128350,801452,1109309,22865,162847,9253343,71055,1,Moderate,No,Yes,High,17940292,7.04,14.28,62,Partially Ready
429,57,68,4300207,358350,19924629,267538,2173161,39835,2880053,1077024,40761,1060054,299200,24825,155178,886921,97032,4,Moderate,No,Yes,High,11978316,7.54,9.74,66,Partially Ready
430,51,64,2706017,225501,9305083,897088,4367064,3949679,959506,640024,22791,2564074,852523,20495,62259,1333367,20104,1,Aggressive,Yes,Yes,High,18694516,7.65,14.61,67,Partially Ready
431,53,70,389713,32476,14276529,1419841,4267136,3910942,572222,1005911,130496,4320229,1436804,44353,294135,2091977,106291,5,Conservative,No,No,Normal,17820478,4.07,9.33,70,Partially Ready
432,60,65,4063566,338630,5705006,1414575,4391573,3790806,944006,366611,19692,3079046,1760368,8737,284318,5927248,13344,2,Conservative,No,Yes,Normal,9832957,6.11,10.65,64,Partially Ready
433,41,65,2762434,230202,8933562,446831,18742,3095504,2647345,1192948,103185,1824213,1935789,19976,285285,594402,121387,0,Moderate,Yes,No,High,10110986,8.46,13.94,77,Partially Ready
434,44,53,343238,28603,11784712,390401,3372791,1487016,37177,212520,112932,4127582,414280,5553,292398,8628834,40294,0,Conservative,No,Yes,High,13366040,6.05,14.39,65,Partially Ready
435,45,59,3357611,279800,14422754,382063,4499879,3403861,1130288,227949,114969,3685591,339391,9166,200460,7280643,1523,1,Conservative,Yes,No,Normal,4585567,5.8,14.09,69,Partially Ready
436,47,65,3078420,256535,1110539,336199,1669265,3977776,2010308,1395115,69677,996502,883100,32051,274820,2137987,85167,3,Aggressive,No,Yes,Normal,3719838,7.76,13.46,46,Not Ready
437,23,54,1604780,133731,11596769,1048577,114495,3218645,2870739,495986,13641,2870086,901072,39130,19209,7286823,125879,3,Conservative,Yes,Yes,Normal,9533453,5.45,11.4,54,Partially Ready
438,29,58,2374958,197913,14450184,416101,3975301,2963111,432285,1470407,131683,1519917,395667,38744,92975,3848428,31578,1,Conservative,No,Yes,Normal,3151286,4.66,8.27,69,Partially Ready
439,25,62,3716656,309721,17665109,642663,1941355,930192,1410032,893545,125618,514638,1069261,27988,42082,5105138,28850,2,Aggressive,No,Yes,High,1695727,5.35,9.96,64,Partially Ready
440,33,51,304495,25374,1799213,1385023,2698108,889098,1196706,989977,73442,845250,903678,12113,147258,8242417,95310,5,Conservative,Yes,No,High,12226067,5.67,8.78,56,Partially Ready
441,59,68,3417142,284761,8044417,1363669,2314810,880943,2450845,805409,22867,892258,273647,41258,78100,688519,49921,0,Conservative,No,No,High,6877965,4.96,11.12,64,Partially Ready
442,56,63,667514,55626,4339328,402038,3508221,2308946,2984679,529584,146891,2913695,1876768,23986,250133,1970130,114327,4,Conservative,Yes,No,Normal,9819254,4.34,10.93,75,Partially Ready
443,24,68,809971,67497,6431748,833604,4152578,2871815,2233340,1076861,19657,1388467,918017,49199,282008,6444974,147455,2,Conservative,Yes,Yes,Normal,19289711,7.9,10.81,52,Partially Ready
444,35,68,374334,31194,17256567,955128,4226329,2968535,2202316,542815,79537,1848315,621519,46416,155779,9263555,31222,1,Moderate,Yes,Yes,High,4561779,4.86,8.32,58,Partially Ready
445,39,51,2388831,199069,7095504,1121126,974629,5871,2720616,728680,96760,2722622,174579,46233,153432,2241630,107044,0,Aggressive,Yes,No,Normal,9484832,8.49,10.06,66,Partially Ready
446,33,58,431185,35932,18081772,1378494,4892749,446453,2886165,801072,67461,4621097,432346,28979,130678,5440230,70462,3,Conservative,No,Yes,High,12469506,5.02,12.41,62,Partially Ready
447,31,65,1085937,90494,16691695,380661,3853643,776063,738661,396067,149332,4114766,1978358,47807,109585,4731917,5517,3,Aggressive,Yes,Yes,Normal,2517552,5.55,14.2,62,Partially Ready
448,49,61,4117019,343084,13555803,210205,4418938,575841,49444,1265198,26143,3169846,805286,1357,72690,227365,11466,2,Conservative,Yes,Yes,Normal,18298922,4.66,13.39,70,Partially Ready
449,43,52,1997196,166433,4721786,1007525,4721538,3742956,1863639,342138,80579,2782973,1004343,10126,142826,937435,142482,0,Conservative,Yes,Yes,High,3541546,7.46,12.39,73,Partially Ready
450,54,65,1489798,124149,90614,470417,201333,950744,1791535,808206,38633,2963778,1374399,18798,133428,6454929,29467,1,Conservative,No,No,Normal,11297945,6.46,14.94,34,Not Ready
451,29,61,1011390,84282,1504478,1267741,1267543,746870,1797797,1112498,87777,1521403,1424874,27868,93758,5059400,75236,3,Aggressive,No,No,Normal,173107,5.74,8.73,50,Partially Ready
452,31,70,1529678,127473,10796008,309917,3276586,1873576,2006689,141166,29665,4847297,896434,47625,161001,2427123,23710,3,Moderate,No,No,High,16249363,5.62,8.89,72,Partially Ready
453,48,63,1459484,121623,8301307,803597,3511971,2304095,2084998,1129834,139924,4132240,1116679,35141,135646,6452974,21919,4,Aggressive,Yes,Yes,Normal,12236954,6.9,10.95,64,Partially Ready
454,22,56,443903,36991,12210073,1170996,3975582,560328,462029,124942,91579,3027100,1779960,9132,169506,7724035,37785,3,Conservative,Yes,Yes,Normal,4723844,8.18,11.86,64,Partially Ready
455,29,54,3466370,288864,934054,1459874,3562715,1558956,226841,1470946,27789,4878873,154707,31249,97928,506432,38505,0,Conservative,No,Yes,Normal,15862688,5.83,8.55,54,Partially Ready
456,30,66,2812452,234371,15826773,863025,2829787,1862160,2704684,1458038,3462,2405593,233343,10216,46457,538869,45503,3,Aggressive,No,No,High,7727420,6.52,8.08,60,Partially Ready
457,49,59,2580255,215021,3134877,1093666,3167205,3989089,524847,444311,104963,469735,459080,25709,111308,9383401,20239,2,Aggressive,No,No,Normal,1934476,8.08,11.28,49,Not Ready
458,45,70,3858631,321552,6584074,566062,909332,437885,326352,760640,87941,235290,502330,18494,100333,9086001,27909,2,Conservative,Yes,Yes,Normal,9131779,4.33,12.18,58,Partially Ready
459,27,68,676434,56369,18965952,1014616,383196,201531,1319445,195477,80898,71124,747947,49262,163060,6679620,131128,5,Moderate,Yes,Yes,High,13766269,4.97,13.26,55,Partially Ready
460,54,60,4512566,376047,5089428,49671,4925585,3338956,1602692,1000243,9806,2433697,338109,9931,257801,1321253,24455,1,Aggressive,Yes,Yes,High,15114944,8.76,9.62,60,Partially Ready
461,30,60,2739756,228313,12140210,1307512,3614663,167826,2989542,1432089,101615,2005805,437928,40002,54320,2556871,148609,0,Conservative,No,Yes,High,3257941,7.14,11.48,70,Partially Ready
462,51,61,1723694,143641,9968964,338632,571782,1174897,2418065,761954,92633,748509,149178,11743,256561,4327583,124062,3,Aggressive,Yes,Yes,High,1428508,8.89,13.34,54,Partially Ready
463,45,59,3663321,305276,13774877,1299570,1081998,1848965,1538186,1074746,82220,3134681,175092,44708,231632,8488305,117988,5,Conservative,Yes,Yes,Normal,5286247,5.31,14.13,63,Partially Ready
464,28,59,3452620,287718,5358505,1195657,3349406,3581219,306094,467772,101770,3877873,1403310,6127,197943,7816129,122811,3,Conservative,Yes,Yes,Normal,13419259,7.21,14.3,69,Partially Ready
465,49,60,3668197,305683,11080034,135206,2661578,1436228,2534909,1019834,55741,3994818,239759,18243,253330,642271,142889,5,Conservative,No,Yes,High,2193805,4.78,11.29,73,Partially Ready
466,45,63,4271247,355937,7211214,113408,1774130,3640742,96228,1433762,110866,2263650,528631,41660,107330,1402429,37155,2,Aggressive,No,No,Normal,8805604,4.35,10.84,70,Partially Ready
467,33,51,1075453,89621,14429224,717266,2490619,690102,833011,732485,109864,4040165,997194,35094,99247,7328019,92980,0,Aggressive,Yes,Yes,Normal,10962662,8.56,11.99,61,Partially Ready
468,42,50,1562538,130211,15440044,309301,4189653,3625142,1327110,238250,106531,2204548,1091969,47335,16927,7559125,32956,4,Conservative,Yes,Yes,Normal,14198770,7.17,12.47,62,Partially Ready
469,56,63,3467174,288931,7302363,729988,1759620,3994558,801778,1425283,3767,3105935,1706618,23841,23488,5065787,80469,5,Moderate,No,No,High,11902066,6.51,14.07,63,Partially Ready
470,44,67,3872281,322690,17604666,704279,951100,3885388,737416,962222,112298,3129969,370976,36225,100279,9106050,114262,5,Aggressive,No,No,Normal,3040045,5.91,13.92,61,Partially Ready
471,28,52,437795,36482,13850255,217422,4164146,3145491,2616514,1142389,26136,3725408,1055625,38091,32110,4863789,110268,4,Moderate,Yes,Yes,High,4275532,5.06,13.44,57,Partially Ready
472,44,64,3763947,313662,13331131,15949,3142739,3280768,939258,1064432,74345,2244868,1844669,43167,153673,5157260,108715,3,Conservative,Yes,Yes,Normal,12662971,7.37,8.03,69,Partially Ready
473,55,69,2963139,246928,11293752,357377,4799856,1803633,1014313,1165470,102593,1616152,1292407,42233,221211,865385,112486,5,Conservative,No,No,Normal,14776761,4.64,12.45,75,Partially Ready
474,36,53,1359735,113311,16970058,248245,4839671,3289514,1644218,1315581,68217,4638107,333558,21129,121830,1564549,24448,4,Conservative,Yes,Yes,High,948587,4.13,8.08,71,Partially Ready
475,30,64,3304139,275344,6309752,502733,1860217,1245383,812977,1122851,64291,3171791,1615628,17070,42131,4613144,21748,5,Aggressive,Yes,Yes,High,4216602,8.67,12.39,64,Partially Ready
476,28,54,2669471,222455,8841082,378803,778271,324561,2073013,757905,54518,3278269,211123,32180,26511,6941491,19287,1,Aggressive,No,No,High,15228972,6.43,12.38,59,Partially Ready
477,32,55,2806138,233844,390251,374712,4758805,2647500,2544494,65956,30725,2875702,727258,31713,17629,2657314,136773,1,Aggressive,Yes,Yes,Normal,7358042,7.71,14.49,39,Not Ready
478,45,53,2119973,176664,1039775,686900,1162367,921744,349984,1450393,33182,2244712,573920,31560,119457,1542997,91371,3,Aggressive,No,No,High,6577825,7.54,12.56,48,Not Ready
479,38,55,1959907,163325,9481572,823815,863142,2447998,2464484,653441,43424,1726642,1514270,31970,242263,7485284,111080,2,Aggressive,Yes,No,High,6801517,6.98,9.9,47,Not Ready
480,58,68,3437007,286417,2206417,942467,1402986,3730622,141599,1072392,66339,4923016,859430,19233,293133,5909830,104413,2,Moderate,Yes,No,Normal,2537405,4.15,9.26,61,Partially Ready
481,35,61,3420262,285021,4916723,659455,1025957,40403,1336259,1443453,2857,2758756,448313,30498,183590,3903198,147230,1,Aggressive,Yes,Yes,High,2610683,4.33,9.99,56,Partially Ready
482,58,69,3950768,329230,10713037,671343,1662206,826794,208288,1035855,130718,392518,575490,27606,77526,2081929,118694,3,Conservative,Yes,No,Normal,19419257,4.86,10.29,72,Partially Ready
483,22,64,2685433,223786,4447578,844755,310447,3757381,2237522,1106276,10255,2830231,1352192,1066,51413,7883502,24935,2,Moderate,No,No,High,2776543,8.15,10.91,55,Partially Ready
484,57,67,4442450,370204,1629500,824867,2503528,2921152,1906654,1034601,31827,3136551,1966507,40499,68867,491374,58724,0,Moderate,No,Yes,Normal,3053351,4.24,8.07,57,Partially Ready
485,34,61,4809366,400780,215804,1443346,440326,1089209,180674,232371,12583,2552570,157374,17283,187663,6367900,70755,4,Moderate,Yes,Yes,High,5066105,7.49,14.47,36,Not Ready
486,59,70,3766960,313913,15041440,1401390,1026541,2188435,2212868,504414,125285,4111288,588338,21096,268077,3788807,24064,0,Moderate,Yes,Yes,Normal,2621427,5.32,10.07,77,Partially Ready
487,53,58,2082373,173531,490506,1406138,1813075,1963565,1615059,394091,127833,876900,713975,13674,291637,8622269,82145,3,Aggressive,Yes,Yes,Normal,7441200,7.8,10.18,32,Not Ready
488,45,62,4095273,341272,17278994,425765,3357162,788334,287894,582669,110911,1377378,1439204,20129,68511,2471111,120836,1,Conservative,No,Yes,High,1059195,8.38,13.22,74,Partially Ready
489,52,67,4753389,396115,15238108,738106,2227835,496296,2308143,176300,92910,3619463,444734,9871,223104,8425356,112944,2,Moderate,Yes,Yes,High,14279712,6.54,8.37,69,Partially Ready
490,34,59,1889218,157434,13562104,370451,4983245,1157316,2221147,1273911,129398,4350486,909252,7155,41147,4176591,29119,0,Aggressive,No,Yes,Normal,17955377,5.1,8.37,72,Partially Ready
491,28,58,2199726,183310,13624760,821890,3295761,424900,922278,1450566,70324,4153800,431395,11208,121732,5832315,75495,0,Conservative,Yes,No,High,8106741,7.53,10.02,63,Partially Ready
492,32,60,882627,73552,5641693,392889,2786320,3774325,1909315,297446,3338,3981239,897418,21892,25919,2978208,69162,0,Aggressive,No,No,Normal,16484875,8.41,9.2,53,Partially Ready
493,37,65,1217596,101466,1565872,36471,4758578,2852320,1219110,478753,137696,4220698,350863,49479,91851,1575550,26212,3,Moderate,No,No,High,8607284,5.52,13.15,81,Ready
494,45,64,413758,34479,11882177,631523,2799604,3738686,2171940,1392376,126970,945908,566099,44943,287267,347746,38771,5,Conservative,No,No,Normal,8299622,8.89,13.99,77,Partially Ready
495,58,69,3315032,276252,6972531,187221,1626065,3861474,1584516,1339521,28293,2297840,1839504,41083,250546,8840030,45862,2,Moderate,No,No,High,6494557,5.33,12.75,58,Partially Ready
496,24,68,4662728,388560,11568378,1284227,1031473,1818061,1908524,1188377,90963,2419346,231086,546,276581,2468450,122242,2,Aggressive,Yes,No,High,9772399,7.4,11.66,67,Partially Ready
